,entity_id,state,created
13373,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 21:50:45.745737
13374,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-17 21:50:45.743841
13376,sensor.0x00158d00066941c9_illuminance_lux,19,2021-11-17 21:50:45.739109
13379,device_tracker.chris_phone,not_home,2021-11-17 21:50:14.407460
13381,device_tracker.chris_phone,not_home,2021-11-17 21:49:22.549200
13397,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 21:48:33.049069
13398,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 21:48:33.048002
13399,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-17 21:48:33.046470
13400,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 21:48:31.129574
13401,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 21:48:31.128608
13403,sensor.0x00158d00066941c9_illuminance_lux,19,2021-11-17 21:48:31.124915
13417,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 21:47:03.098524
13418,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-17 21:47:03.096079
13421,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 21:47:03.040284
13422,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 21:47:03.038725
13423,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-17 21:47:03.036062
13424,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 21:47:01.134040
13427,sensor.0x00158d00066941c9_illuminance_lux,19,2021-11-17 21:47:01.130568
13429,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 21:47:01.115845
13430,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 21:47:01.114943
13432,sensor.0x00158d00066941c9_illuminance_lux,19,2021-11-17 21:47:01.112956
13434,sensor.0x00158d00066941c9_illuminance_lux,24,2021-11-17 21:47:01.108896
13452,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 21:46:46.518073
13453,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 21:46:46.516961
13454,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-17 21:46:46.515212
13455,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 21:46:22.240581
13456,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 21:46:22.239572
13458,sensor.0x00158d00066941c9_illuminance_lux,24,2021-11-17 21:46:22.235926
13465,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 21:45:27.496947
13466,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-17 21:45:27.495286
13467,sensor.bedroom_entrance_illuminance_lux,0,2021-11-17 21:45:27.493310
13483,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 21:45:16.494920
13484,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 21:45:16.493164
13485,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-17 21:45:16.491690
13486,sensor.0x00158d0001e4ad46_illuminance_lux,102,2021-11-17 21:45:16.489662
13487,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 21:44:52.226622
13489,sensor.0x00158d00066941c9_illuminance_lux,24,2021-11-17 21:44:52.224219
13491,sensor.0x00158d00066941c9_illuminance_lux,61,2021-11-17 21:44:52.219495
13509,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 21:44:40.657241
13510,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 21:44:40.656163
13511,sensor.0x00158d0001e4ad46_illuminance_lux,102,2021-11-17 21:44:40.654386
13516,binary_sensor.0x00158d00045d21c2_occupancy,on,2021-11-17 21:43:57.492766
13517,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 21:43:57.491756
13518,sensor.bedroom_entrance_illuminance_lux,0,2021-11-17 21:43:57.491008
13519,sensor.bedroom_entrance_illuminance_lux,6,2021-11-17 21:43:57.489907
13520,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 21:43:51.324625
13522,sensor.0x00158d00066941c9_illuminance_lux,61,2021-11-17 21:43:51.321957
13524,sensor.0x00158d00066941c9_illuminance_lux,58,2021-11-17 21:43:51.317270
13526,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 21:43:10.643945
13527,sensor.0x00158d0001e4ad46_illuminance_lux,102,2021-11-17 21:43:10.641837
13528,sensor.0x00158d0001e4ad46_illuminance_lux,3,2021-11-17 21:43:10.640277
13574,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 21:42:36.484970
13575,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 21:42:36.483928
13577,sensor.0x00158d00066941c9_illuminance_lux,58,2021-11-17 21:42:36.482044
13579,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-17 21:42:36.479770
13597,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 21:41:43.759243
13598,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 21:41:43.758180
13599,sensor.0x00158d0001e4ad46_illuminance_lux,3,2021-11-17 21:41:43.756585
13601,device_tracker.chris_phone,home,2021-11-17 21:39:13.097668
13605,weather.home,sunny,2021-11-17 21:30:39.754765
13607,device_tracker.chris_phone,not_home,2021-11-17 21:28:44.569629
13611,device_tracker.chris_phone,not_home,2021-11-17 21:25:42.067981
13615,device_tracker.chris_phone,not_home,2021-11-17 21:22:39.204551
13616,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 21:19:08.045523
13617,sensor.bedroom_entrance_illuminance_lux,6,2021-11-17 21:19:08.043836
13620,device_tracker.chris_phone,not_home,2021-11-17 20:53:40.359260
13625,device_tracker.chris_phone,not_home,2021-11-17 20:38:40.032589
13626,weather.home,partlycloudy,2021-11-17 20:31:39.734311
13628,device_tracker.chris_phone,not_home,2021-11-17 20:31:05.067391
13631,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 20:24:07.795537
13632,sensor.bedroom_entrance_illuminance_lux,6,2021-11-17 20:24:07.793754
13636,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 20:18:23.188724
13640,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-17 20:18:23.184538
13643,device_tracker.chris_phone,not_home,2021-11-17 20:05:30.173612
13646,device_tracker.chris_phone,not_home,2021-11-17 20:05:09.585611
13648,device_tracker.chris_phone,not_home,2021-11-17 19:55:29.626119
13651,device_tracker.chris_phone,not_home,2021-11-17 19:55:01.503193
13653,device_tracker.chris_phone,not_home,2021-11-17 19:53:53.995645
13656,device_tracker.chris_phone,not_home,2021-11-17 19:48:30.928940
13663,device_tracker.chris_phone,not_home,2021-11-17 19:40:50.958570
13666,device_tracker.chris_phone,not_home,2021-11-17 19:34:38.656761
13671,weather.home,partlycloudy,2021-11-17 19:32:39.784977
13672,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 19:29:07.414939
13673,sensor.bedroom_entrance_illuminance_lux,6,2021-11-17 19:29:07.414153
13674,sensor.bedroom_entrance_illuminance_lux,4,2021-11-17 19:29:07.412759
13684,device_tracker.chris_phone,not_home,2021-11-17 19:04:35.977586
13686,device_tracker.chris_phone,not_home,2021-11-17 18:53:38.665834
13695,device_tracker.chris_phone,not_home,2021-11-17 18:34:59.433008
13696,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 18:34:06.600110
13697,sensor.bedroom_entrance_illuminance_lux,4,2021-11-17 18:34:06.599181
13698,sensor.bedroom_entrance_illuminance_lux,6,2021-11-17 18:34:06.598017
13700,weather.home,partlycloudy,2021-11-17 18:33:39.798060
13702,device_tracker.chris_phone,not_home,2021-11-17 18:25:52.482406
13704,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 18:24:07.680320
13705,sensor.0x00158d0001e4ad46_illuminance_lux,3,2021-11-17 18:24:07.678654
13706,device_tracker.chris_phone,not_home,2021-11-17 18:08:39.983038
13712,device_tracker.chris_phone,not_home,2021-11-17 17:53:22.333297
13715,device_tracker.chris_phone,not_home,2021-11-17 17:45:50.973279
13718,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 17:39:06.692964
13719,sensor.bedroom_entrance_illuminance_lux,6,2021-11-17 17:39:06.692276
13720,sensor.bedroom_entrance_illuminance_lux,0,2021-11-17 17:39:06.691198
13721,weather.home,partlycloudy,2021-11-17 17:34:39.778547
13723,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 17:33:21.264009
13725,sensor.0x00158d00066941c9_illuminance_lux,3,2021-11-17 17:33:21.262203
13727,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-17 17:33:21.259645
13730,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 17:29:06.194177
13731,sensor.0x00158d0001e4ad46_illuminance_lux,3,2021-11-17 17:29:06.193533
13732,sensor.0x00158d0001e4ad46_illuminance_lux,7,2021-11-17 17:29:06.192491
13737,device_tracker.chris_phone,not_home,2021-11-17 17:25:19.812838
13740,device_tracker.chris_phone,not_home,2021-11-17 17:10:31.997647
13744,device_tracker.chris_phone,not_home,2021-11-17 17:00:37.659992
13749,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 16:44:07.353642
13750,sensor.bedroom_entrance_illuminance_lux,0,2021-11-17 16:44:07.351962
13752,device_tracker.chris_phone,not_home,2021-11-17 16:43:21.939122
13757,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 16:38:20.507141
13760,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-17 16:38:20.503453
13763,weather.home,partlycloudy,2021-11-17 16:35:39.762887
13765,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 16:34:05.885837
13766,sensor.0x00158d0001e4ad46_illuminance_lux,7,2021-11-17 16:34:05.885029
13767,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-17 16:34:05.883900
13772,device_tracker.chris_phone,not_home,2021-11-17 16:25:51.043269
13780,device_tracker.chris_phone,not_home,2021-11-17 16:09:49.779064
13783,device_tracker.chris_phone,not_home,2021-11-17 16:03:38.391026
13795,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 15:49:06.020923
13796,sensor.bedroom_entrance_illuminance_lux,0,2021-11-17 15:49:06.019119
13800,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 15:43:19.138082
13801,sensor.0x00158d00066941c9_illuminance_lux,16,2021-11-17 15:43:19.136492
13803,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-17 15:43:19.133858
13809,device_tracker.chris_phone,not_home,2021-11-17 15:39:49.375817
13811,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 15:39:04.416498
13812,sensor.0x00158d0001e4ad46_illuminance_lux,8,2021-11-17 15:39:04.415657
13813,sensor.0x00158d0001e4ad46_illuminance_lux,15,2021-11-17 15:39:04.414504
13815,weather.home,partlycloudy,2021-11-17 15:36:39.006776
13823,device_tracker.chris_phone,not_home,2021-11-17 15:27:14.533694
13846,device_tracker.chris_phone,not_home,2021-11-17 14:58:08.019803
13853,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 14:54:06.298593
13854,sensor.bedroom_entrance_illuminance_lux,0,2021-11-17 14:54:06.296837
13858,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 14:48:18.760001
13861,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-17 14:48:18.755999
13865,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 14:44:03.576464
13866,sensor.0x00158d0001e4ad46_illuminance_lux,15,2021-11-17 14:44:03.575734
13867,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-17 14:44:03.574548
13870,device_tracker.chris_phone,not_home,2021-11-17 14:43:12.712024
13873,device_tracker.chris_phone,not_home,2021-11-17 14:40:10.480077
13875,weather.home,partlycloudy,2021-11-17 14:37:38.813019
13880,device_tracker.chris_phone,not_home,2021-11-17 14:28:39.636405
13886,device_tracker.chris_phone,not_home,2021-11-17 14:13:21.772948
13889,device_tracker.chris_phone,not_home,2021-11-17 14:05:51.830036
13896,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 13:53:17.020132
13897,sensor.0x00158d00066941c9_illuminance_lux,18,2021-11-17 13:53:17.018534
13899,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-17 13:53:17.016077
13903,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 13:49:01.372801
13904,sensor.0x00158d0001e4ad46_illuminance_lux,16,2021-11-17 13:49:01.372018
13905,sensor.0x00158d0001e4ad46_illuminance_lux,17,2021-11-17 13:49:01.370747
13908,device_tracker.chris_phone,not_home,2021-11-17 13:48:39.781329
13912,device_tracker.chris_phone,not_home,2021-11-17 13:41:36.427153
13915,device_tracker.chris_phone,not_home,2021-11-17 13:40:13.798573
13916,weather.home,sunny,2021-11-17 13:38:38.789342
13920,device_tracker.chris_phone,not_home,2021-11-17 13:32:48.474584
13927,device_tracker.chris_phone,not_home,2021-11-17 13:24:47.280781
13929,device_tracker.chris_phone,not_home,2021-11-17 13:24:05.813579
13934,device_tracker.chris_phone,not_home,2021-11-17 13:16:13.540439
13936,device_tracker.chris_phone,not_home,2021-11-17 13:15:33.368384
13938,device_tracker.chris_phone,not_home,2021-11-17 13:14:54.901269
13948,device_tracker.chris_phone,not_home,2021-11-17 13:07:01.445703
13950,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 13:04:05.787622
13951,sensor.bedroom_entrance_illuminance_lux,0,2021-11-17 13:04:05.786009
13955,device_tracker.chris_phone,not_home,2021-11-17 12:58:28.818800
13956,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 12:58:18.219349
13957,sensor.0x00158d00066941c9_illuminance_lux,20,2021-11-17 12:58:18.217194
13959,sensor.0x00158d00066941c9_illuminance_lux,24,2021-11-17 12:58:18.214851
13963,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 12:54:01.124984
13964,sensor.0x00158d0001e4ad46_illuminance_lux,17,2021-11-17 12:54:01.124013
13965,sensor.0x00158d0001e4ad46_illuminance_lux,19,2021-11-17 12:54:01.122728
13970,device_tracker.chris_phone,not_home,2021-11-17 12:43:39.801912
13972,weather.home,partlycloudy,2021-11-17 12:39:37.739914
13978,device_tracker.chris_phone,not_home,2021-11-17 12:28:38.933530
13982,device_tracker.chris_phone,not_home,2021-11-17 12:17:59.188108
13986,device_tracker.chris_phone,not_home,2021-11-17 12:09:54.774432
13987,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 12:09:05.107514
13988,sensor.bedroom_entrance_illuminance_lux,0,2021-11-17 12:09:05.105926
13991,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 12:03:17.403137
13992,sensor.0x00158d00066941c9_illuminance_lux,24,2021-11-17 12:03:17.401103
13994,sensor.0x00158d00066941c9_illuminance_lux,33,2021-11-17 12:03:17.398788
13997,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 11:58:59.798392
13998,sensor.0x00158d0001e4ad46_illuminance_lux,19,2021-11-17 11:58:59.797353
13999,sensor.0x00158d0001e4ad46_illuminance_lux,23,2021-11-17 11:58:59.796041
14002,device_tracker.chris_phone,not_home,2021-11-17 11:55:43.669648
14007,device_tracker.chris_phone,not_home,2021-11-17 11:47:59.443162
14010,device_tracker.chris_phone,not_home,2021-11-17 11:43:38.910415
14011,weather.home,cloudy,2021-11-17 11:40:37.787487
14018,device_tracker.chris_phone,not_home,2021-11-17 11:21:22.088409
14022,device_tracker.chris_phone,not_home,2021-11-17 11:17:59.390215
14027,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 11:14:03.412290
14028,sensor.bedroom_entrance_illuminance_lux,0,2021-11-17 11:14:03.410268
14030,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 11:08:16.102133
14031,sensor.0x00158d00066941c9_illuminance_lux,33,2021-11-17 11:08:16.100352
14034,sensor.0x00158d00066941c9_illuminance_lux,48,2021-11-17 11:08:16.096833
14037,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 11:04:00.888120
14038,sensor.0x00158d0001e4ad46_illuminance_lux,23,2021-11-17 11:04:00.887396
14039,sensor.0x00158d0001e4ad46_illuminance_lux,31,2021-11-17 11:04:00.886209
14041,device_tracker.chris_phone,not_home,2021-11-17 11:03:41.169073
14048,device_tracker.chris_phone,not_home,2021-11-17 10:47:59.155595
14051,device_tracker.chris_phone,not_home,2021-11-17 10:45:53.936662
14054,weather.home,partlycloudy,2021-11-17 10:41:37.831849
14060,device_tracker.chris_phone,not_home,2021-11-17 10:28:40.201461
14065,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 10:19:03.170190
14066,sensor.bedroom_entrance_illuminance_lux,0,2021-11-17 10:19:03.168522
14068,device_tracker.chris_phone,not_home,2021-11-17 10:17:58.210028
14071,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 10:13:14.182744
14073,sensor.0x00158d00066941c9_illuminance_lux,48,2021-11-17 10:13:14.181016
14075,sensor.0x00158d00066941c9_illuminance_lux,58,2021-11-17 10:13:14.178764
14079,device_tracker.chris_phone,not_home,2021-11-17 10:09:55.231503
14080,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 10:09:02.803755
14081,sensor.0x00158d0001e4ad46_illuminance_lux,31,2021-11-17 10:09:02.802986
14082,sensor.0x00158d0001e4ad46_illuminance_lux,36,2021-11-17 10:09:02.801811
14088,device_tracker.chris_phone,not_home,2021-11-17 09:53:38.964968
14093,device_tracker.chris_phone,not_home,2021-11-17 09:47:58.340110
14097,weather.home,partlycloudy,2021-11-17 09:42:37.785316
14103,device_tracker.chris_phone,not_home,2021-11-17 09:32:23.066534
14107,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 09:24:01.444728
14108,sensor.bedroom_entrance_illuminance_lux,0,2021-11-17 09:24:01.443160
14116,device_tracker.chris_phone,not_home,2021-11-17 09:18:23.096555
14117,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 09:18:14.662952
14119,sensor.0x00158d00066941c9_illuminance_lux,58,2021-11-17 09:18:14.661134
14122,sensor.0x00158d00066941c9_illuminance_lux,47,2021-11-17 09:18:14.657537
14125,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 09:14:04.650803
14126,sensor.0x00158d0001e4ad46_illuminance_lux,36,2021-11-17 09:14:04.650005
14127,sensor.0x00158d0001e4ad46_illuminance_lux,32,2021-11-17 09:14:04.648872
14131,device_tracker.chris_phone,not_home,2021-11-17 09:11:15.445656
14137,device_tracker.chris_phone,not_home,2021-11-17 09:01:26.973105
14143,device_tracker.chris_phone,not_home,2021-11-17 08:54:37.455185
14156,weather.home,partlycloudy,2021-11-17 08:43:37.722402
14164,device_tracker.chris_phone,not_home,2021-11-17 08:34:35.628291
14167,device_tracker.chris_phone,not_home,2021-11-17 08:33:45.672965
14170,device_tracker.chris_phone,not_home,2021-11-17 08:32:55.523068
14191,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 08:30:31.431097
14192,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 08:30:31.430045
14193,sensor.0x00158d0001e4ad46_illuminance_lux,32,2021-11-17 08:30:31.428054
14208,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 08:29:01.476121
14209,sensor.0x00158d0001e4ad46_illuminance_lux,32,2021-11-17 08:29:01.474648
14211,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 08:29:01.423879
14212,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 08:29:01.422910
14213,sensor.0x00158d0001e4ad46_illuminance_lux,32,2021-11-17 08:29:01.422095
14214,sensor.0x00158d0001e4ad46_illuminance_lux,31,2021-11-17 08:29:01.420716
14215,binary_sensor.0x00158d00045d21c2_occupancy,off,2021-11-17 08:29:00.294540
14216,sensor.bedroom_entrance_illuminance_lux,0,2021-11-17 08:29:00.292935
14233,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 08:27:13.406971
14234,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 08:27:13.405804
14235,sensor.0x00158d0001e4ad46_illuminance_lux,31,2021-11-17 08:27:13.404019
14247,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 08:25:43.394516
14248,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 08:25:43.392756
14249,sensor.0x00158d0001e4ad46_illuminance_lux,31,2021-11-17 08:25:43.390799
14250,sensor.0x00158d0001e4ad46_illuminance_lux,29,2021-11-17 08:25:43.389283
14265,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 08:25:16.220590
14266,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 08:25:16.219419
14267,sensor.0x00158d0001e4ad46_illuminance_lux,29,2021-11-17 08:25:16.217708
14268,binary_sensor.0x00158d00066941c9_occupancy,off,2021-11-17 08:25:11.423932
14269,binary_sensor.0x00158d00066941c9_occupancy,on,2021-11-17 08:25:11.422588
14271,sensor.0x00158d00066941c9_illuminance_lux,47,2021-11-17 08:25:11.417742
14287,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 08:23:46.269254
14288,sensor.0x00158d0001e4ad46_illuminance_lux,29,2021-11-17 08:23:46.267671
14291,binary_sensor.0x00158d0001e4ad46_occupancy,on,2021-11-17 08:23:46.217760
14292,binary_sensor.0x00158d0001e4ad46_occupancy,off,2021-11-17 08:23:46.216735
14293,sensor.0x00158d0001e4ad46_illuminance_lux,29,2021-11-17 08:23:46.215942
